Wall time,Step,Value
1763175571.1230912,0,0.027255382388830185
1763175609.4132934,1,0.04061052203178406
1763175647.4938629,2,0.04715181142091751
1763175685.6557748,3,0.0498773492872715
1763175723.7375817,4,0.04715181142091751
1763175761.9641871,5,0.04497138038277626
1763175800.1466541,6,0.05669119581580162
1763175838.2806034,7,0.06922867149114609
1763175876.4076977,8,0.060506951063871384
1763175914.5436578,9,0.06486780941486359
1763175952.5981793,10,0.06377759575843811
1763175990.8392832,11,0.0787680596113205
1763176028.891104,12,0.07795039564371109
1763176067.0732327,13,0.08476424217224121
1763176105.215372,14,0.0700463354587555
1763176143.3748245,15,0.0910329818725586
1763176181.6626313,16,0.08203870058059692
1763176219.8710947,17,0.11256473511457443
1763176258.0027716,18,0.08367402851581573
1763176296.2447007,19,0.14200054109096527
1763176334.4308631,20,0.1496320515871048
1763176372.6171873,21,0.08449168503284454
1763176410.8505929,22,0.13055329024791718
1763176448.9813597,23,0.12019623816013336
1763176487.450173,24,0.15508313477039337
1763176525.6457303,25,0.11774325370788574
1763176563.9791598,26,0.1899700164794922
1763176602.2153869,27,0.1864268183708191
1763176640.5404131,28,0.19405832886695862
1763176678.931724,29,0.23957481980323792
1763176717.2704248,30,0.2616516649723053
1763176755.5409236,31,0.2109566628932953
1763176794.0663044,32,0.2371218353509903
1763176832.4201546,33,0.2161351889371872
1763176870.7175384,34,0.23984737694263458
1763176909.0309477,35,0.3017171025276184
1763176947.3275259,36,0.22458435595035553
1763176985.7968097,37,0.2739166021347046
1763177024.1391196,38,0.3123466968536377
1763177062.4648128,39,0.28645408153533936
1763177100.7948294,40,0.41509947180747986
1763177139.2873163,41,0.21858817338943481
1763177177.6404202,42,0.36358681321144104
1763177216.175145,43,0.4521667957305908
1763177254.5282817,44,0.43172526359558105
1763177292.9114227,45,0.42654675245285034
1763177331.2665846,46,0.4224584400653839
1763177369.7045352,47,0.3954755961894989
1763177407.9434829,48,0.3982011377811432
