Wall time,Step,Value
1762891096.026512,0,0.4451426863670349
1762891112.1553721,1,0.49043187499046326
1762891128.0276313,2,0.5017015337944031
1762891143.7480237,3,0.4597802758216858
1762891159.4837399,4,0.42153826355934143
1762891174.9567218,5,0.4731444716453552
1762891190.9592426,6,0.4575760066509247
1762891206.7376611,7,0.4399251341819763
1762891222.216337,8,0.4680440425872803
1762891239.3207872,9,0.44622939825057983
1762891256.3247223,10,0.4690527021884918
1762891273.6997173,11,0.45908936858177185
1762891291.2510045,12,0.4621799886226654
1762891308.287458,13,0.4502096474170685
1762891325.3019335,14,0.4409223794937134
1762891342.531009,15,0.4522005319595337
1762891359.9078157,16,0.47608301043510437
1762891377.1301904,17,0.4674322009086609
1762891393.7923474,18,0.4478777050971985
1762891411.081571,19,0.48185300827026367
1762891428.5199122,20,0.48787611722946167
1762891445.8088841,21,0.47805356979370117
1762891462.7124612,22,0.4706011712551117
1762891479.7641048,23,0.4892830550670624
1762891497.2159538,24,0.4681675136089325
1762891514.5914235,25,0.4913022816181183
1762891531.6997085,26,0.49715691804885864
1762891548.7548246,27,0.5027517080307007
1762891566.1250412,28,0.5029435157775879
1762891583.1807795,29,0.49645841121673584
1762891600.1932514,30,0.46176353096961975
1762891617.1356544,31,0.48885512351989746
1762891634.1230779,32,0.4795817732810974
1762891651.6002805,33,0.4819070100784302
1762891668.4079108,34,0.48553383350372314
1762891685.5111196,35,0.489299476146698
1762891702.421796,36,0.46208471059799194
1762891719.5716379,37,0.4820784330368042
1762891736.6483154,38,0.4958847165107727
1762891753.5779402,39,0.5036858916282654
1762891770.774832,40,0.5047601461410522
1762891787.8548133,41,0.5330899357795715
1762891805.1270149,42,0.4978516101837158
1762891822.1276746,43,0.517872154712677
1762891839.3494995,44,0.5106959939002991
1762891856.6811805,45,0.48996347188949585
1762891873.8576283,46,0.49729639291763306
1762891890.589195,47,0.5039904117584229
1762891907.5284991,48,0.491365909576416
1762891925.2563684,49,0.4941350519657135
1762891942.5311558,50,0.5021359324455261
1762891959.7581594,51,0.5134095549583435
1762891976.4127345,52,0.49142104387283325
1762891993.285792,53,0.4965510666370392
1762892010.4411857,54,0.5036517381668091
1762892027.6440995,55,0.49546054005622864
1762892044.8671696,56,0.493820458650589
1762892061.9483647,57,0.4918481409549713
1762892079.307683,58,0.4809369742870331
1762892096.5453558,59,0.5126262903213501
1762892113.3701324,60,0.5013653635978699
1762892130.1337667,61,0.5247423648834229
1762892147.6655495,62,0.5218924880027771
1762892164.8160446,63,0.5193690061569214
1762892181.8951166,64,0.5034804344177246
1762892198.7660415,65,0.5032831430435181
1762892216.175491,66,0.49610650539398193
1762892233.4504828,67,0.5133645534515381
1762892250.8831334,68,0.5290871858596802
1762892267.5875301,69,0.5248604416847229
1762892284.6656306,70,0.5326917171478271
1762892301.925433,71,0.540306031703949
1762892319.038895,72,0.5351154208183289
1762892335.3602002,73,0.5224361419677734
1762892350.677441,74,0.5210603475570679
1762892366.7310622,75,0.5102474689483643
1762892382.3362327,76,0.534144401550293
1762892398.3077526,77,0.5219081044197083
1762892414.3886168,78,0.511328935623169
1762892429.9719632,79,0.5312620401382446
1762892446.0206885,80,0.528780460357666
1762892461.8825772,81,0.5379766225814819
1762892477.8192189,82,0.5235400795936584
1762892493.466939,83,0.5394133925437927
1762892509.282662,84,0.5329400897026062
1762892524.8653004,85,0.5350570678710938
1762892540.5227485,86,0.5394799113273621
1762892556.4458187,87,0.5436881184577942
1762892571.8812706,88,0.5357751846313477
1762892588.0738468,89,0.5294550061225891
1762892603.506263,90,0.5362081527709961
1762892619.2673037,91,0.533777117729187
1762892634.6748228,92,0.5573107004165649
1762892650.256455,93,0.537034809589386
1762892665.89436,94,0.5415767431259155
1762892681.5424664,95,0.5458823442459106
1762892697.6437602,96,0.5470184683799744
1762892713.2847478,97,0.5580514669418335
1762892729.5284371,98,0.5316553115844727
1762892745.1004086,99,0.5573605298995972
1762892760.7048912,100,0.5381626486778259
1762892776.7160544,101,0.5447466373443604
1762892792.6340652,102,0.5598809123039246
1762892808.667417,103,0.536918044090271
1762892824.21235,104,0.5326249003410339
1762892840.0852933,105,0.5396620631217957
1762892855.676765,106,0.5371629595756531
1762892871.4956386,107,0.5565488934516907
1762892887.4955392,108,0.533385157585144
1762892903.4073238,109,0.5424113869667053
1762892919.5164354,110,0.5481584668159485
1762892935.3008592,111,0.549118161201477
1762892951.0494528,112,0.5573824644088745
1762892966.6184204,113,0.5523939728736877
1762892982.2204902,114,0.5541211366653442
1762892998.087137,115,0.549726665019989
1762893014.2094111,116,0.5518989562988281
1762893030.518858,117,0.5458685159683228
1762893046.0542572,118,0.5730175375938416
1762893062.10384,119,0.5433635711669922
1762893077.8600345,120,0.5595331192016602
1762893093.6311991,121,0.5508145689964294
1762893109.5182545,122,0.5542511940002441
1762893125.4598005,123,0.5553144812583923
1762893141.7349396,124,0.5473595261573792
1762893157.2718916,125,0.5393750071525574
1762893173.2913418,126,0.5437051653862
1762893188.87842,127,0.5545800924301147
1762893204.7369347,128,0.550279438495636
1762893220.6689417,129,0.5522156953811646
1762893236.493198,130,0.552687406539917
1762893252.7234297,131,0.5450954437255859
1762893268.5914521,132,0.5361503958702087
1762893284.8523562,133,0.5451599359512329
1762893300.6650019,134,0.5500909686088562
1762893316.399422,135,0.5497545003890991
1762893332.4428296,136,0.5522056818008423
1762893348.2756917,137,0.5534601807594299
1762893364.6254518,138,0.5617316961288452
1762893380.7399137,139,0.5466975569725037
1762893396.6549602,140,0.5481109619140625
1762893412.4771683,141,0.5489040613174438
1762893428.5130847,142,0.559914231300354
1762893444.49322,143,0.5607436895370483
1762893460.31096,144,0.5615558624267578
1762893476.524545,145,0.5584888458251953
1762893492.2304163,146,0.5547217130661011
1762893508.685909,147,0.5621740221977234
1762893524.6403544,148,0.5523867607116699
1762893540.296478,149,0.5592976808547974
1762893556.1628006,150,0.5504023432731628
1762893571.8490453,151,0.562917947769165
1762893587.9970748,152,0.5735649466514587
1762893603.6698928,153,0.5551986694335938
1762893619.6446629,154,0.5584030151367188
1762893635.374637,155,0.5613195300102234
1762893651.2099078,156,0.5662916898727417
1762893667.2232983,157,0.5551900267601013
1762893682.7711306,158,0.5621115565299988
1762893698.6979995,159,0.5592193603515625
1762893714.4242628,160,0.5584920644760132
1762893730.4304047,161,0.5754454731941223
1762893746.5294924,162,0.5643041133880615
1762893762.4499276,163,0.5641508102416992
1762893778.7684453,164,0.5645108819007874
1762893794.7578688,165,0.5617713332176208
1762893810.8341506,166,0.5595428347587585
1762893826.776949,167,0.5532671809196472
1762893842.6176355,168,0.5597099661827087
1762893858.5495462,169,0.5622850656509399
1762893874.4042742,170,0.5591486692428589
1762893890.459687,171,0.5621387958526611
1762893906.6279533,172,0.5568163990974426
1762893922.5339003,173,0.5607872009277344
1762893938.3973246,174,0.5616273880004883
1762893954.2295833,175,0.5647157430648804
1762893970.3557289,176,0.5618920922279358
1762893986.3786163,177,0.559396505355835
1762894002.489546,178,0.5604034662246704
1762894018.2448306,179,0.5606337189674377
1762894034.1457446,180,0.5613116025924683
1762894050.0119889,181,0.562953770160675
1762894065.705408,182,0.5617930293083191
1762894082.0422108,183,0.5653659701347351
1762894097.889412,184,0.5626533627510071
1762894114.003457,185,0.5628834366798401
1762894129.863552,186,0.5623724460601807
1762894145.662913,187,0.5631465911865234
1762894161.7211785,188,0.5623425245285034
1762894177.572228,189,0.562743067741394
1762894193.670437,190,0.5624756813049316
1762894209.6388845,191,0.5625925660133362
1762894225.679143,192,0.5636462569236755
1762894241.404501,193,0.5643401145935059
1762894257.2924805,194,0.5638217926025391
1762894273.3147533,195,0.5635970830917358
1762894289.1293077,196,0.5636857151985168
1762894305.176927,197,0.5636957287788391
1762894320.7488823,198,0.5635948777198792
1762894336.6912751,199,0.5636231303215027
